id,current_rating,potential_rating,height,weight,preferred_foot,skill_moves,value,wage,ball_control,strength,long_shots_level
238103,64,70,187,87,Right,2,750,2.4,54,80,Good
153048,75,75,184,69,Right,3,4.900.000,7.7,75,44,Excellent
221908,70,76,178,75,Right,3,2.200.000,3.9,67,55,Good
254808,55,69,178,74,Right,2,250,1.3,40,56,Fair
257727,63,70,172,69,Right,2,825,1.5,42,69,Fair
197893,69,69,194,87,Right,2,1.100.000,3.8,58,84,Good
246136,50,67,168,68,Right,2,110,1.9,48,50,Fair
217093,64,64,173,71,Right,3,400,3.5,66,46,Good
211844,73,77,183,79,Left,3,3.500.000,11,73,64,Good
243764,60,71,172,63,Left,2,475,1.3,62,39,Fair
215104,57,62,175,64,Right,2,220,2.3,64,64,Good
222277,59,59,185,78,Right,2,170,1.8,50,68,Fair
258082,56,68,177,70,Right,2,325,1.6,61,54,Good
236664,59,74,173,67,Right,3,500,1.8,61,41,Good
233466,61,72,190,85,Right,1,575,1.3,15,52,Fair
193429,71,71,171,60,Right,3,1.400.000,31,70,57,Good
252175,61,76,172,66,Right,2,700,1.3,63,49,Good
240518,55,62,162,57,Right,2,220,2.9,45,31,Fair
213480,73,73,170,65,Right,3,2.200.000,31,75,67,Good
242525,66,74,183,73,Right,2,1.600.000,1.3,57,68,Good
186781,70,70,188,83,Right,1,250,3.3,29,74,Fair
203879,67,67,170,67,Left,2,900,3,68,51,Good
248128,63,81,183,72,Left,2,1.100.000,1.3,60,59,Fair
256136,58,70,177,71,Left,3,450,1.8,65,58,Good
175603,57,57,197,101,Right,1,45,4.3,22,70,Fair
205554,64,67,197,80,Right,1,550,2.6,24,79,Fair
251309,65,73,180,70,Left,3,1.400.000,2.6,67,58,Good
232627,68,70,177,68,Right,2,1.300.000,4.7,65,64,Good
216682,70,70,170,65,Right,3,1.400.000,9.9,67,56,Excellent
211147,79,83,180,76,Right,4,22.500.000,70,81,66,Excellent
178031,71,71,184,85,Right,2,1.100.000,15.5,58,81,Good
258981,51,66,170,57,Right,2,130,1.3,50,39,Fair
237075,69,69,188,85,Right,3,1.300.000,4.3,73,76,Good
189024,69,69,188,87,Right,1,220,5.4,12,65,Fair
219127,70,75,175,68,Right,3,2.200.000,7.5,73,63,Good
252876,62,73,189,75,Right,2,750,1.3,60,75,Good
187939,71,71,176,68,Right,4,1.100.000,8.8,74,59,Good
178461,65,65,179,71,Right,2,500,3.3,65,64,Good
247377,72,85,168,57,Right,3,4.900.000,8.3,73,38,Good
233870,66,66,181,78,Right,2,650,2.2,54,74,Good
229084,66,66,187,83,Right,2,525,4,57,74,Fair
253271,71,79,182,83,Right,1,3.200.000,6,12,65,Fair
248597,56,66,190,86,Right,1,250,1.4,17,38,Fair
211002,66,66,183,80,Right,2,525,1.3,59,82,Good
201901,65,66,183,77,Right,3,750,4.7,66,71,Good
237560,75,83,177,65,Right,3,11.000.000,36,77,62,Good
256073,56,62,165,63,Right,3,210,2.3,56,42,Good
232332,64,65,188,85,Right,2,500,1.8,44,77,Fair
226721,71,74,179,74,Right,1,1.600.000,5,19,66,Fair
184753,58,58,175,75,Right,2,130,1.3,55,61,Fair
214650,67,72,183,73,Left,2,1.200.000,1.5,61,79,Good
209961,62,63,193,84,Right,2,425,1.3,63,84,Good
215942,65,65,184,74,Right,2,500,1.3,67,70,Good
175316,65,65,170,67,Left,2,450,2,64,63,Fair
257398,65,76,174,70,Right,3,1.400.000,2,68,60,Good
237999,61,64,178,70,Right,2,375,1.3,64,62,Good
233173,64,64,171,66,Left,2,525,2.9,68,53,Good
211901,66,69,183,73,Right,3,1.000.000,2.2,68,56,Good
179765,72,72,178,80,Right,3,1.700.000,11,75,81,Excellent
256970,67,83,185,74,Left,3,2.200.000,1.3,70,47,Good
257662,55,67,178,73,Right,2,275,1.3,58,57,Good
205942,75,75,189,78,Right,1,2.700.000,9.9,23,64,Fair
252030,63,76,186,79,Right,2,1.000.000,2,62,74,Fair
210243,85,86,175,70,Right,3,52.000.000,110,82,69,Good
246423,67,77,177,66,Left,3,2.000.000,4.3,69,56,Good
209062,66,66,182,81,Right,2,775,1.9,58,85,Good
142966,73,73,179,77,Left,4,900,8.5,76,60,Excellent
257232,61,71,180,65,Right,2,650,1.3,61,57,Good
194753,70,70,186,75,Right,3,1.200.000,6.1,75,71,Excellent
237833,55,67,182,75,Right,2,300,3.1,59,67,Good
236721,68,78,188,68,Right,2,2.300.000,6.4,69,73,Good
188770,76,76,183,78,Right,3,6.500.000,40,81,67,Excellent
234032,69,79,182,79,Right,2,2.600.000,3.2,65,70,Fair
220421,77,80,168,67,Left,3,11.000.000,29,74,72,Good
241132,64,73,179,72,Right,2,1.100.000,2.8,35,73,Fair
244330,61,72,170,68,Right,2,650,1.7,63,62,Good
258313,58,75,184,73,Right,2,450,1.3,61,62,Good
250723,66,80,180,71,Right,3,1.800.000,1.3,73,66,Good
251831,67,74,168,64,Right,3,1.800.000,4.5,69,38,Fair
255171,60,66,172,70,Right,2,325,1.9,58,55,Fair
202803,63,66,188,79,Right,2,500,2.3,62,74,Fair
241562,65,76,178,74,Left,2,1.300.000,2.2,59,71,Fair
225273,68,74,178,75,Right,3,1.600.000,4,68,70,Good
239250,69,83,182,73,Right,4,3.100.000,5,69,73,Good
212100,72,81,175,74,Left,3,4.500.000,17,73,66,Fair
241098,54,62,188,80,Right,2,220,2.6,55,62,Good
234198,68,74,172,64,Right,3,1.600.000,3.2,64,66,Good
158716,64,64,183,78,Right,2,250,2.3,62,70,Good
230972,73,78,170,64,Left,3,4.100.000,12,74,39,Good
235623,71,74,175,71,Right,3,2.200.000,5.3,68,60,Good
205295,73,73,182,75,Left,4,2.200.000,12.5,75,72,Excellent
229600,67,67,187,75,Right,3,875,4.1,68,66,Good
245521,62,62,167,61,Right,2,325,3.3,54,64,Fair
251132,72,73,171,70,Right,3,2.200.000,10.5,73,66,Good
195396,63,63,183,77,Right,3,425,1.3,65,73,Good
177055,68,68,191,84,Left,2,350,1.6,66,85,Good
255872,49,68,177,67,Right,2,110,1.3,54,44,Fair
221660,80,84,187,80,Right,3,24.000.000,90,76,75,Good
224198,68,73,175,73,Left,3,1.500.000,4.3,64,67,Good
259152,62,63,181,80,Right,2,425,3.2,61,70,Good
213711,72,73,167,68,Right,3,2.400.000,9.4,73,68,Good
240689,71,71,181,72,Right,2,875,7.5,62,73,Good
247459,60,68,194,82,Right,2,450,1.3,57,75,Fair
211239,70,74,170,70,Right,3,2.100.000,17.5,71,59,Good
213204,67,68,180,75,Left,3,1.100.000,1.8,69,60,Good
230564,73,78,175,67,Right,4,4.000.000,22,79,53,Excellent
232559,62,69,177,77,Right,2,725,1.3,59,78,Good
248256,52,71,178,70,Right,1,160,1.3,13,34,Fair
254275,55,71,181,73,Right,2,300,1.3,58,58,Good
234874,64,66,179,74,Right,2,550,1.3,60,64,Fair
208018,68,71,188,76,Right,2,1.300.000,3.8,67,75,Good
243949,57,74,185,82,Right,3,375,1.3,58,70,Good
259017,54,65,190,80,Right,2,200,1.3,51,62,Fair
247009,63,66,187,82,Right,2,525,1.3,56,73,Good
238504,68,77,173,65,Right,4,2.400.000,2.3,69,56,Excellent
213654,70,77,181,73,Right,3,2.900.000,20.5,74,70,Good
245034,56,67,178,69,Right,3,300,1.7,54,46,Good
219259,67,73,175,78,Right,3,1.400.000,7.5,67,62,Good
251427,59,76,184,75,Right,2,500,3.1,53,63,Fair
192146,74,74,180,72,Right,3,2.000.000,12.5,75,65,Good
190481,66,66,178,74,Right,2,550,1.3,61,70,Good
204892,66,66,169,66,Right,2,775,3.4,64,41,Good
220837,68,69,173,75,Left,2,1.200.000,2.6,66,64,Good
208448,79,79,177,76,Right,4,15.500.000,49,83,59,Excellent
224874,70,70,190,68,Right,4,1.300.000,2.6,69,59,Excellent
225766,55,65,192,79,Right,1,220,1.3,24,57,Fair
238857,75,78,174,69,Right,3,6.500.000,9.9,73,57,Good
206006,73,73,172,63,Left,3,2.500.000,60,69,61,Excellent
251974,62,76,186,82,Right,3,850,2.2,68,43,Good
234177,63,75,180,76,Right,3,1.100.000,9.9,66,69,Good
255464,64,77,181,72,Right,3,1.300.000,1.3,66,63,Good
194138,74,74,180,78,Right,3,3.800.000,17,70,73,Good
225336,63,68,185,70,Left,3,600,1.3,64,66,Fair
244625,70,77,176,72,Right,3,2.800.000,11,71,68,Good
212045,70,75,184,80,Left,3,2.000.000,6.4,68,72,Good
246618,74,87,187,86,Right,3,8.500.000,3,75,76,Excellent
194092,68,68,180,77,Left,3,1.000.000,6.3,65,70,Good
257009,54,66,185,82,Right,2,220,1.3,52,70,Good
255034,54,61,191,80,Right,2,180,1.3,43,68,Fair
222109,67,74,183,76,Right,3,1.700.000,2.2,67,74,Good
247320,66,78,179,72,Right,3,1.900.000,1.3,66,70,Good
227921,69,71,187,74,Right,3,1.300.000,5.6,72,68,Good
184641,64,64,174,74,Right,2,550,3.3,62,58,Good
209873,66,66,181,76,Right,3,650,4,69,62,Good
207494,77,77,175,62,Right,4,10.000.000,85,77,62,Excellent
256531,49,65,166,60,Right,2,110,1.3,50,52,Good
193887,76,76,180,71,Right,4,,,75,69,Excellent
248485,62,63,172,70,Right,3,425,1.6,65,42,Fair
191910,76,76,196,93,Right,3,5.500.000,13.5,75,92,Good
232670,73,73,185,83,Right,3,2.200.000,14,69,88,Excellent
242088,69,72,172,68,Right,2,1.600.000,5.4,71,56,Good
211110,88,89,177,75,Left,4,98.000.000,170,94,60,Excellent
239895,53,65,175,61,Right,3,210,2.7,56,33,Good
223061,78,79,165,62,Left,4,15.000.000,14,80,33,Good
259294,56,73,170,65,Right,2,325,1.3,56,40,Good
181013,65,65,175,79,Right,3,210,1.3,71,63,Good
189423,76,76,188,77,Right,3,4.500.000,45,75,83,Good
256161,58,70,185,79,Right,1,375,1.3,18,40,Fair
168965,70,70,189,81,Right,1,725,3.4,23,75,Fair
205850,75,75,188,85,Right,3,4.300.000,28,74,77,Good
243733,68,72,179,70,Right,2,1.400.000,3.2,63,72,Good
257320,62,80,179,71,Right,2,900,2.7,69,59,Fair
252572,58,70,181,70,Left,2,400,1.3,44,48,Fair
236799,61,64,175,59,Right,2,375,1.4,70,60,Good
233061,73,80,180,67,Right,4,5.500.000,15,74,67,Good
229895,63,64,180,71,Left,3,500,2.4,64,64,Good
167669,73,73,173,75,Right,3,1.100.000,4.9,75,60,Excellent
258485,62,82,189,77,Right,1,875,1.3,16,59,Fair
239196,54,67,180,77,Right,2,250,1.4,54,68,Fair
223962,68,75,187,78,Right,2,2.100.000,2.9,68,81,Good
243363,64,75,172,68,Right,2,1.200.000,1.6,60,56,Fair
236263,66,66,166,68,Right,2,600,4.5,63,42,Good
188232,68,68,182,76,Left,3,900,7.6,70,69,Good
256862,57,75,183,74,Right,2,350,1.3,57,61,Fair
252088,64,73,186,79,Right,3,1.100.000,1.7,64,67,Good
240959,63,72,182,78,Right,3,1.000.000,2.2,63,69,Good
220358,69,76,184,82,Right,3,2.200.000,6.3,66,77,Good
179698,67,67,183,74,Left,3,300,3.4,65,70,Excellent
242964,65,83,185,70,Right,3,1.600.000,9.4,68,51,Good
255258,64,76,175,68,Left,3,1.300.000,1.7,62,45,Good
257265,68,74,182,76,Right,2,1.600.000,4,62,65,Fair
188727,71,71,189,83,Right,2,1.100.000,6.9,56,80,Fair
231549,69,74,181,75,Right,3,1.900.000,7.6,71,65,Good
207928,73,74,189,88,Left,4,3.100.000,35,77,76,Excellent
228292,59,66,180,75,Right,2,400,1.3,55,65,Good
252067,54,74,180,72,Left,2,275,4.3,30,53,Fair
210214,70,70,180,65,Right,3,1.400.000,11.5,71,67,Excellent
220708,68,70,178,80,Right,3,1.400.000,7.4,66,69,Good
188377,85,85,183,70,Right,3,42.000.000,155,79,79,Good
257635,62,71,191,84,Right,1,700,1.3,15,63,Fair
252437,56,56,187,79,Right,1,90,2.3,12,66,Fair
197981,66,66,201,94,Right,2,775,5.6,69,89,Good
210644,68,72,182,75,Right,3,1.500.000,14,71,57,Good
239529,75,82,183,70,Right,3,9.500.000,18,74,80,Good
227537,72,72,201,90,Right,2,2.100.000,7.6,66,92,Good
199566,66,66,174,69,Left,3,675,2.9,66,58,Good
258893,56,70,192,80,Right,2,300,1.8,35,67,Fair
166097,69,69,191,86,Right,1,400,17,23,79,Fair
254449,69,70,178,70,Right,2,1.500.000,7.6,68,65,Good
229179,72,73,174,75,Right,4,2.500.000,6.2,75,72,Good
250959,65,82,178,72,Left,3,1.600.000,1.3,72,56,Good
230358,73,73,175,71,Right,2,2.900.000,9,72,59,Good
252964,61,76,183,75,Right,2,675,3,58,52,Fair
176994,77,77,182,82,Right,1,3.100.000,5.3,28,68,Fair
226776,61,61,180,73,Right,2,100,2.3,55,76,Fair
225859,75,79,190,86,Left,2,6.500.000,18,65,83,Fair
237537,67,68,174,66,Left,2,1.000.000,4.8,64,69,Good
201956,79,79,196,85,Right,2,13.000.000,29,68,91,Good
254019,61,76,183,73,Right,2,700,1.3,63,66,Good
190747,69,69,184,77,Left,3,1.300.000,4.6,64,80,Good
230708,72,79,190,90,Right,2,4.000.000,23.5,53,78,Fair
238338,61,66,173,68,Right,3,450,1.3,63,62,Good
216790,63,66,184,76,Left,3,550,2.7,64,65,Good
258939,59,70,177,70,Left,2,425,1.3,65,48,Good
183491,74,74,191,85,Right,2,3.100.000,40,62,83,Fair
198377,68,68,183,81,Right,3,1.000.000,7,65,74,Good
219672,63,64,189,85,Right,2,525,1.3,60,92,Good
204943,75,75,176,72,Right,3,4.100.000,13,77,74,Excellent
184143,66,66,182,76,Right,3,775,4.1,64,67,Good
183686,66,66,179,78,Right,2,500,3.4,59,78,Fair
243932,62,77,180,72,Right,3,850,3.5,65,55,Good
208063,71,71,176,68,Right,3,1.600.000,7.3,69,71,Good
214040,79,79,174,86,Left,3,14.000.000,19,76,74,Good
256399,62,68,176,70,Right,2,550,1.3,60,63,Good
253461,54,75,170,62,Right,2,325,3,56,34,Good
205201,77,82,190,79,Right,3,12.500.000,20,76,85,Excellent
236998,73,78,183,73,Left,3,4.100.000,25.5,76,69,Good
229694,72,72,172,68,Right,3,2.200.000,8.3,64,61,Good
243898,57,73,178,77,Right,2,375,3.1,59,66,Good
226561,62,73,183,77,Right,2,775,1.3,57,69,Fair
247072,71,71,178,64,Right,1,1.100.000,7.3,20,46,Fair
238085,62,72,177,73,Left,2,800,1.3,64,57,Good
242270,68,75,171,67,Right,3,2.200.000,5.3,71,51,Good
232488,73,80,185,79,Right,2,4.900.000,26,57,74,Fair
246233,55,67,187,84,Right,3,275,3.4,61,74,Good
215651,71,75,189,80,Left,2,2.100.000,8.5,62,72,Fair
212194,84,88,185,83,Right,4,54.500.000,65,86,71,Excellent
193686,68,68,185,79,Left,2,900,6.7,63,69,Fair
233763,67,75,194,90,Right,1,1.800.000,2.7,30,61,Fair
232871,65,71,186,79,Right,2,900,2.4,70,69,Good
252270,66,75,177,73,Left,3,1.600.000,2.1,60,61,Good
227370,69,74,187,79,Right,1,1.500.000,6.7,23,69,Fair
199321,65,67,206,102,Right,1,550,2.5,19,60,Fair
162369,75,75,188,83,Right,3,2.200.000,19,75,78,Good
243461,56,64,178,73,Left,3,275,1.3,64,56,Good
238986,67,70,190,73,Left,2,1.100.000,2.8,49,70,Fair
209222,62,62,178,73,Right,2,325,2.6,57,72,Good
257072,62,77,185,75,Right,2,775,1.3,53,71,Fair
253898,62,76,169,60,Right,2,850,1.3,61,55,Good
200900,62,63,176,72,Right,2,425,1.3,63,67,Good
258692,64,70,172,68,Left,3,825,1.3,64,49,Good
222467,72,73,174,70,Right,3,2.500.000,5.2,72,65,Excellent
209737,68,68,173,70,Right,2,725,2.9,68,61,Good
182428,58,58,186,77,Right,2,70,1.4,64,64,Good
236074,68,68,190,79,Left,2,1.200.000,4,57,76,Good
234049,66,73,195,77,Right,1,1.300.000,1.3,11,38,Fair
143121,78,78,179,71,Right,4,4.900.000,42,82,65,Excellent
194006,60,60,182,82,Left,2,200,2.5,64,58,Fair
204105,79,79,178,78,Right,3,14.500.000,31,77,71,Good
250758,61,66,183,64,Left,2,400,1.7,61,56,Fair
233276,63,74,178,64,Left,3,1.000.000,2,67,51,Good
258368,52,63,178,72,Right,2,140,1.3,34,52,Fair
238969,61,64,201,85,Right,1,300,1.3,18,69,Fair
212481,67,69,190,83,Right,3,1.200.000,1.8,72,80,Good
174602,65,65,168,60,Right,3,210,2.9,68,48,Excellent
168621,76,76,182,67,Right,3,5.500.000,19.5,75,72,Good
200845,67,67,180,84,Right,3,900,1.5,65,81,Good
218576,62,66,179,70,Right,2,450,2.2,39,75,Fair
204555,71,71,188,82,Left,4,1.300.000,9.9,79,75,Good
245809,64,74,186,83,Left,2,1.200.000,1.4,63,74,Good
227235,70,70,180,78,Right,3,1.400.000,12.5,69,72,Good
259083,58,77,166,56,Right,3,475,1.3,65,45,Fair
179899,69,69,170,64,Left,3,650,5.1,68,62,Good
235658,74,83,185,78,Right,2,8.000.000,11,68,83,Good
237665,68,71,177,73,Right,3,1.400.000,4.9,67,70,Good
256376,50,61,186,78,Left,1,80,1.3,11,42,Fair
251149,65,66,186,77,Right,2,600,3.8,61,75,Fair
232467,68,68,173,65,Left,3,1.100.000,4.5,67,57,Good
224049,70,73,178,76,Right,2,1.800.000,6.1,66,78,Fair
242335,69,74,174,65,Left,3,1.700.000,6.3,67,40,Good
216568,66,67,185,78,Right,2,900,2.7,66,76,Good
207683,74,76,189,75,Right,1,3.500.000,10.5,24,65,Fair
192582,67,67,186,78,Right,2,775,1.3,63,78,Good
257834,60,60,182,83,Right,2,220,2.5,57,74,Good
255809,51,65,176,72,Right,2,130,1.4,58,50,Good
212878,72,73,179,81,Right,3,2.400.000,25,72,72,Good
184456,70,70,178,80,Right,2,1.100.000,6.9,61,68,Good
255223,64,77,174,60,Left,2,1.300.000,1.3,69,31,Fair
234730,75,80,175,68,Right,3,7.000.000,9,76,66,Good
210795,58,58,183,70,Right,2,150,2.9,36,70,Fair
240922,66,74,178,75,Right,2,1.700.000,5.8,68,60,Good
254961,60,67,179,77,Right,2,400,1.9,55,64,Fair
231498,63,66,185,87,Right,2,500,1.3,56,90,Fair
255673,54,59,175,73,Right,3,140,2.2,60,55,Good
239552,63,63,185,83,Right,2,425,8.5,58,76,Good
212602,76,79,186,76,Right,2,7.500.000,65,76,76,Fair
258041,60,78,176,65,Right,2,550,1.3,62,42,Good
164878,73,73,175,70,Right,4,1.300.000,15.5,75,47,Excellent
235988,65,73,179,70,Right,3,1.400.000,2.2,70,46,Excellent
255389,62,70,187,83,Right,1,700,1.7,12,60,Fair
183540,73,73,169,61,Left,3,2.600.000,15.5,77,32,Excellent
240021,63,74,182,84,Right,2,900,1.3,54,77,Fair
184285,64,64,178,74,Right,3,400,3.9,66,62,Good
239801,60,71,180,70,Left,2,475,1.6,54,60,Fair
259200,52,69,179,73,Right,2,180,1.3,53,23,Fair
214386,66,66,179,74,Right,3,275,4,71,77,Good
201887,74,74,174,67,Left,3,4.000.000,23,75,66,Excellent
230323,75,75,190,88,Right,1,4.300.000,12,21,81,Fair
251630,67,72,173,68,Right,2,1.300.000,2.3,66,52,Good
248041,69,74,182,70,Left,3,1.800.000,3.4,64,71,Excellent
230289,72,72,172,67,Right,3,2.400.000,8.9,75,50,Good
203910,74,74,172,69,Left,4,3.800.000,70,80,57,Good
254062,69,81,176,73,Right,2,3.000.000,4.8,68,72,Good
240471,75,78,168,68,Right,3,6.500.000,20.5,76,65,Good
213013,76,77,168,65,Left,4,8.000.000,13.5,74,73,Excellent
244961,52,68,180,70,Right,2,180,1.3,40,50,Fair
221498,64,65,178,73,Left,2,550,6.7,63,69,Good
251260,64,71,191,87,Right,2,1.100.000,3.1,60,84,Good
172555,69,69,183,80,Right,2,1.300.000,12,66,72,Good
231861,56,67,188,86,Right,1,250,1.3,14,59,Fair
224675,60,65,181,69,Right,2,325,1.9,58,68,Good
187915,66,66,194,88,Right,2,625,2.6,63,90,Good
259345,69,75,174,63,Right,3,2.000.000,8.1,67,52,Excellent
239944,66,67,183,80,Right,3,900,1.7,66,68,Good
230266,70,70,174,68,Right,3,1.600.000,6.8,71,51,Good
251775,69,77,173,69,Right,3,2.800.000,3.8,73,47,Good
254577,60,69,182,80,Left,2,475,1.7,52,63,Fair
229047,54,60,175,62,Left,2,150,1.3,55,56,Good
235064,62,72,180,65,Left,2,775,1.5,53,56,Fair
240164,69,72,169,72,Right,3,1.600.000,6.9,70,45,Good
242159,65,67,188,83,Right,1,575,4.3,17,59,Fair
221477,63,63,187,77,Right,3,450,1.9,61,75,Good
245736,66,73,167,65,Left,3,1.500.000,2.7,68,54,Good
258807,62,72,176,72,Left,3,800,1.6,66,52,Good
224225,61,71,180,76,Right,3,650,6.3,66,59,Good
205578,68,68,187,75,Right,2,900,5.3,62,73,Good
251325,68,72,179,74,Right,2,1.400.000,3.2,62,65,Fair
193956,64,64,173,74,Left,2,425,2.3,64,59,Good
203855,63,63,182,81,Right,1,300,1.8,19,20,Fair
237409,68,69,170,67,Right,2,1.300.000,4.3,68,59,Good
248104,64,73,193,80,Right,1,1.000.000,1.3,12,44,Fair
235434,65,68,183,74,Right,2,775,5,62,64,Good
240534,60,67,184,64,Right,2,400,2.3,60,65,Good
216354,82,82,177,73,Right,4,27.500.000,49,85,67,Excellent
163201,67,67,191,89,Right,1,100,1.8,15,49,Fair
214369,71,71,177,71,Right,3,1.400.000,9.9,74,70,Good
258554,52,67,186,80,Left,1,150,1.3,15,62,Fair
241775,74,76,192,83,Right,2,3.800.000,15.5,61,79,Good
240867,56,69,185,70,Left,2,300,2.5,41,71,Fair
212747,68,72,172,66,Left,3,1.500.000,3.1,70,40,Excellent
213855,63,66,185,75,Left,2,525,1.3,51,66,Fair
258104,56,72,171,63,Left,2,325,1.3,58,44,Good
194790,61,62,185,83,Right,2,275,1.6,43,80,Fair
201491,64,64,180,76,Left,2,375,1.3,60,62,Good
252509,53,73,170,71,Left,3,220,1.3,50,41,Fair
231027,67,67,168,62,Right,3,900,5.1,73,32,Good
144172,75,75,185,78,Right,1,550,7.6,13,59,Fair
256819,60,74,176,70,Right,3,525,1.3,62,47,Good
254824,71,83,187,84,Right,3,4.000.000,6.3,67,79,Good
255736,66,73,179,75,Right,2,1.500.000,6.5,67,67,Good
210280,64,64,187,79,Right,2,425,2,62,72,Fair
185181,75,75,185,78,Right,1,2.700.000,16.5,14,70,Fair
257025,64,80,170,63,Right,3,1.300.000,9.4,64,57,Good
255018,64,73,188,83,Right,2,1.100.000,2.8,58,78,Fair
188567,87,87,187,80,Right,4,60.500.000,155,82,74,Excellent
218464,67,67,173,78,Left,3,775,5.2,63,82,Excellent
190854,75,75,177,73,Right,2,2.600.000,31,74,62,Fair
252227,55,68,190,78,Left,1,250,1.3,18,60,Fair
204447,70,70,185,80,Right,2,900,7.8,58,71,Fair
232826,67,75,176,71,Right,3,1.900.000,3.3,70,65,Good
258780,57,70,190,75,Right,1,325,1.3,16,54,Fair
236166,65,65,172,71,Right,3,750,4.4,75,58,Excellent
201215,72,72,180,68,Left,4,2.100.000,10.5,74,44,Excellent
257475,55,63,185,76,Right,1,220,1.3,36,57,Fair
255448,60,64,175,69,Right,2,325,1.3,66,66,Good
176687,70,70,180,79,Right,3,750,6,66,68,Good
212439,67,68,188,82,Right,2,850,2.7,50,82,Fair
244259,69,74,174,71,Right,3,1.800.000,5.7,66,49,Fair
210404,71,71,186,85,Right,3,1.700.000,18.5,72,85,Excellent
223734,69,69,183,76,Right,2,1.000.000,6.7,53,80,Fair
221709,66,69,170,71,Right,4,1.000.000,1.8,75,52,Good
202069,70,70,169,67,Left,3,1.200.000,6.4,70,56,Good
254609,59,65,179,74,Left,2,325,2.1,61,58,Good
207791,78,80,192,84,Right,3,15.500.000,49,75,78,Good
192490,70,70,182,72,Right,3,1.200.000,5.6,68,70,Good
200054,76,77,185,75,Right,3,6.500.000,26,76,72,Good
256634,61,68,183,78,Right,2,550,1.9,58,61,Fair
257926,54,63,180,74,Right,1,180,2.3,10,40,Fair
219275,63,64,187,76,Right,2,425,1.3,63,69,Good
226536,74,77,191,87,Left,2,4.300.000,14,62,88,Fair
247025,51,76,177,60,Right,3,160,1.3,50,34,Fair
213678,62,70,191,78,Right,1,700,1.3,19,51,Fair
259191,69,75,176,66,Left,3,2.000.000,6.2,70,59,Good
108061,69,69,183,80,Left,2,400,3.4,71,73,Excellent
234858,61,69,187,88,Right,1,550,1.3,13,61,Fair
256264,56,69,183,75,Right,3,325,1.3,49,58,Good
190507,74,74,186,78,Right,2,2.400.000,19,65,80,Fair
253066,55,63,175,66,Left,2,250,1.6,55,52,Good
248780,65,65,185,82,Left,2,550,1.3,63,71,Fair
213228,70,74,163,64,Right,3,1.800.000,7,71,65,Good
226166,80,87,187,84,Right,3,36.500.000,40,74,79,Good
228894,64,69,167,68,Right,3,750,2.2,64,52,Good
253573,56,57,179,66,Right,2,140,2.4,60,77,Good
226473,61,67,181,70,Left,2,450,1.4,58,61,Fair
238197,60,67,183,85,Right,2,425,1.3,56,72,Good
226189,62,62,180,70,Left,2,325,2.2,54,63,Good
208521,67,67,187,82,Right,2,250,1.8,50,74,Fair
223671,75,79,189,82,Right,2,6.500.000,21.5,50,74,Fair
256771,49,64,181,64,Right,2,100,1.3,53,50,Good
200111,69,69,180,72,Right,3,1.100.000,3.4,68,66,Good
189233,68,68,188,78,Right,1,575,2.4,16,72,Fair
257863,60,62,193,79,Left,2,220,1.4,45,75,Fair
213697,71,77,183,72,Right,3,2.300.000,9.4,67,74,Good
242732,56,76,191,88,Right,2,325,4.4,54,70,Good
236920,74,84,171,66,Right,4,8.500.000,25.5,79,52,Excellent
236189,70,70,186,82,Right,4,1.700.000,11,75,79,Excellent
232963,62,65,171,74,Right,3,475,1.3,65,70,Good
204502,66,70,190,82,Left,1,825,1.9,24,57,Fair
252362,64,64,174,65,Left,3,550,3.7,62,40,Good
247863,59,72,175,70,Left,2,450,1.3,62,66,Fair
246771,66,69,172,72,Right,3,1.100.000,3.9,66,57,Good
243573,64,78,188,80,Right,1,1.200.000,1.5,15,40,Fair
227798,66,66,170,69,Right,2,750,4.5,66,61,Good
209330,57,58,170,65,Right,3,170,1.3,69,33,Good
252698,52,72,189,78,Left,2,190,1.3,34,53,Fair
201700,67,67,185,81,Right,2,,,63,76,Good
257160,63,74,178,70,Left,2,900,3.5,66,53,Good
200812,65,67,189,93,Right,2,650,2.6,63,81,Good
204152,70,70,182,78,Right,2,1.300.000,12.5,70,73,Good
246321,67,74,173,68,Right,3,1.900.000,3.5,68,54,Good
227632,62,65,187,73,Right,2,400,1.3,57,74,Good
222430,71,71,167,65,Right,3,1.500.000,9.4,63,32,Good
243123,67,67,164,65,Right,3,1.000.000,1.8,68,36,Good
193794,71,78,184,87,Left,3,3.400.000,12,68,91,Good
245624,60,69,176,68,Right,2,500,1.3,66,63,Good
214781,77,77,177,76,Right,3,8.000.000,20,78,75,Good
186345,83,83,173,69,Right,3,29.000.000,65,83,64,Excellent
224337,67,67,177,70,Left,3,825,4.5,64,56,Good
231836,70,79,171,70,Right,4,3.200.000,4.7,70,42,Good
195093,80,80,189,91,Right,4,19.500.000,35,79,92,Excellent
219449,66,73,178,77,Right,3,1.500.000,1.3,70,59,Good
193844,75,75,169,60,Right,3,4.900.000,22.5,75,63,Good
235526,72,81,173,65,Right,3,4.500.000,18,80,42,Good
254035,55,62,180,73,Right,2,210,1.3,66,54,Fair
202655,56,56,188,85,Right,1,15,1.3,19,42,Fair
259257,53,66,189,86,Left,1,170,1.3,18,35,Fair
213414,73,76,191,82,Right,2,3.100.000,12.5,50,84,Fair
238744,75,84,185,84,Right,3,11.000.000,39,76,83,Good
