id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
234178,75,1,1540,20.057,72 in,Left,Medium,65,42,39,54
248698,70,1,1237,10,184,Right,Medium,71,30,16,39
247266,67,1,1093,11.359,73 in,Right,Medium,52,27,26,46
233544,70,1,1129,14.077,67 in,Right,Medium,73,56,49,56
199652,78,2,2081,57.024,181,Right,Medium,67,72,70,81
199491,67,1,1066,11.359,170,Left,Medium,78,34,25,60
212478,73,3,1215,14.621,188,Right,High,85,71,73,70
257053,55,1,1019,10.19,73 in,Right,High,58,55,60,58
255223,71,1,1331,22.232,174,Left,Medium,84,72,75,75
189482,70,1,1086,12.446,71 in,Left,Medium,75,54,43,68
242040,63,1,1078,10.815,70 in,Right,High,71,54,56,66
196339,65,1,1040,10.272,182,Left,Medium,61,49,46,63
247731,63,1,1078,14.621,176,Right,Medium,64,54,53,62
254789,66,1,1150,10.815,70 in,Left,Medium,75,60,57,65
243270,70,1,1179,12.99,181,Left,High,79,72,68,75
194163,68,1,1055,11.359,181,Left,Medium,59,47,29,63
213613,71,1,1165,15.708,185,Left,Medium,61,71,66,70
214308,64,1,1048,10.272,69 in,Right,High,64,59,58,71
242359,71,1,1252,12.99,191,Right,Medium,40,34,25,60
240863,60,1,1042,13.534,175,Right,Medium,59,49,44,59
205202,65,1,1042,10.815,186,Right,Medium,52,36,29,40
230919,63,1,1049,10.272,193,Left,Medium,68,35,34,49
257679,57,1,1026,10.136,184,Left,Medium,64,27,24,22
253004,76,2,2262,33.648,70 in,Right,High,88,74,80,79
200754,70,2,1114,20.601,185,Right,High,66,65,60,69
239097,72,1,1179,17.339,190,Right,High,65,69,73,69
169909,62,1,1019,10.815,175,Left,Medium,68,55,56,62
244368,71,1,1187,10.109,73 in,Right,High,72,67,69,70
234298,66,1,,,172,Right,Medium,80,57,55,65
244684,64,1,1093,11.359,180,Right,High,71,64,65,63
259340,57,1,1022,10,179,Left,High,73,37,34,51
228595,72,1,1208,21.144,184,Right,High,65,64,63,69
219767,68,1,1086,11.359,75 in,Right,Low,71,40,34,45
232803,67,1,1086,11.359,175,Left,Medium,74,66,65,66
248060,70,1,1187,17.339,70 in,Right,High,90,65,66,71
258355,61,1,1057,10.163,188,Right,Medium,65,53,53,61
191648,73,1,1143,17.883,189,Right,Medium,52,41,34,60
237442,70,1,1114,12.99,179,Right,High,73,34,37,55
237539,74,1,1468,19.514,171,Right,High,88,70,72,76
264213,57,1,1026,11.359,70 in,Left,Medium,66,50,51,63
201932,62,1,1013,10.272,189,Right,Medium,51,34,28,47
255662,64,1,1093,10,172,Right,High,75,32,25,49
223247,72,1,1129,14.621,170,Right,Medium,64,55,47,70
223769,68,1,1044,12.99,177,Left,Medium,71,51,34,64
258041,60,1,1044,11.903,182,Right,Medium,54,63,68,58
210304,62,1,1024,10.272,176,Left,High,72,49,34,66
261683,55,1,1019,10,172,Right,Medium,64,34,31,52
212992,68,1,1086,13.534,190,Right,High,70,65,66,67
252270,69,1,1150,11.903,177,Left,High,78,57,52,63
216440,66,1,1051,11.903,72 in,Right,Medium,64,46,41,52
263739,51,1,1008,10.815,73 in,Right,Medium,58,25,20,26
245275,74,1,1468,30.386,190,Left,High,54,64,57,74
262558,50,1,1008,10.245,177,Right,Medium,65,39,35,50
241543,62,1,1066,10,173,Right,Medium,71,44,40,55
211857,71,1,1143,12.99,187,Left,High,80,65,62,67
231527,66,1,1114,10.815,178,Left,Low,68,37,33,59
225681,71,1,1114,10.163,183,Right,Medium,58,37,24,33
228295,77,1,1937,43.433,74 in,Right,Low,57,34,30,63
256002,61,1,1049,10,180,Right,Medium,71,42,50,61
169078,70,1,1114,18.97,172,Left,Medium,69,66,65,72
209359,69,1,1100,11.359,70 in,Right,Medium,65,57,51,65
210726,62,1,1033,10.815,183,Left,High,75,57,58,65
224330,69,1,1122,12.446,166,Right,High,88,67,70,72
230272,72,1,1187,15.165,70 in,Right,High,84,64,64,72
193344,67,1,1060,12.99,75 in,Left,Medium,71,69,70,61
232826,69,1,1136,13.534,69 in,Right,Medium,68,47,35,69
264563,57,1,1024,10,72 in,Right,Medium,62,26,23,23
221489,68,1,1136,10.815,66 in,Right,High,79,60,66,73
239676,60,1,1039,10.815,178,Right,High,65,54,52,62
252498,60,1,1042,10.272,175,Left,Medium,80,52,55,59
228638,64,1,1060,11.903,182,Right,Medium,71,60,59,64
212923,64,1,1044,11.359,68 in,Right,High,73,40,35,62
258530,55,1,1019,10.815,71 in,Right,Medium,78,30,29,57
184913,68,1,1042,12.99,72 in,Right,Low,45,61,52,49
213543,64,1,1039,10.272,185,Right,Low,58,36,31,43
264153,59,1,1021,10.815,76 in,Right,Low,61,29,26,32
251032,65,1,1046,10.815,181,Left,Medium,71,51,49,69
173752,64,1,1030,10.815,71 in,Right,Medium,66,46,44,55
214175,67,1,1062,10.245,73 in,Right,Medium,55,48,42,51
240939,61,1,1049,10.027,180,Left,Medium,72,41,40,51
230965,77,2,2118,26.581,68 in,Right,High,77,67,68,75
263680,63,1,1040,10.815,71 in,Right,Medium,70,32,28,54
261276,56,1,1024,10,175,Right,Medium,75,50,52,60
236401,80,2,3128,18.97,72 in,Right,High,82,61,63,82
214594,68,1,1071,10.815,69 in,Right,Low,67,50,40,61
232756,79,2,2803,28.755,185,Right,Medium,82,37,33,60
196353,66,1,1042,11.359,178,Left,Medium,66,48,43,60
260644,69,1,1237,20.057,72 in,Right,High,77,68,73,76
182428,58,1,1002,10.815,186,Right,High,49,58,57,54
182617,66,1,1049,12.446,183,Right,High,63,65,67,59
260891,58,1,1037,10.272,68 in,Right,Medium,77,56,53,55
179528,70,1,1039,12.446,72 in,Right,Medium,48,59,49,58
263448,61,1,1055,10.815,180,Right,High,73,59,59,67
246931,57,1,1022,10.136,73 in,Right,Medium,47,49,54,31
260890,60,1,1033,10.815,72 in,Right,Low,52,31,25,32
253161,61,1,1042,10.272,72 in,Right,Low,55,30,23,34
185388,61,1,1006,10.082,74 in,Right,Medium,32,57,63,56
253292,65,1,1114,10,183,Left,Medium,63,66,69,58
241042,75,1,1829,33.648,178,Right,Medium,62,46,41,64
202170,69,1,1064,11.903,188,Right,Medium,56,42,35,56
235064,63,1,1066,10.815,180,Left,Medium,71,32,29,55
190247,65,1,1026,10.815,68 in,Right,Medium,56,45,39,59
190471,68,1,1037,10,170,Right,Medium,71,67,65,72
251897,58,1,1035,10.272,175,Right,Medium,75,43,42,55
243468,61,1,1055,10,70 in,Right,Medium,63,42,38,52
256683,55,1,1019,10.272,186,Right,Medium,63,26,24,37
255500,52,1,1012,10.272,184,Right,Medium,57,38,38,51
231826,75,1,1576,23.319,73 in,Right,High,78,69,68,82
180352,63,1,1017,10.19,185,Right,High,61,58,55,63
259403,62,1,1064,10.815,180,Right,Medium,82,49,44,67
217202,62,1,1033,11.359,180,Right,Medium,70,62,60,64
211879,73,2,1252,21.688,186,Right,Medium,61,63,57,73
215572,68,1,1078,11.903,186,Right,Medium,52,56,42,63
255454,63,1,1049,10.054,173,Left,High,76,51,53,61
232380,66,1,1049,11.903,170,Right,High,70,67,65,68
255310,65,1,1071,10.815,71 in,Right,Medium,62,36,34,55
235519,68,1,1158,11.359,186,Right,Medium,49,47,32,68
260199,64,1,1037,10.272,175,Right,High,72,54,58,62
231580,61,1,1051,10.815,73 in,Right,Medium,67,53,51,63
180334,78,2,1331,39.628,191,Right,Low,42,46,41,51
239439,69,1,1223,17.339,70 in,Left,High,93,60,65,66
237933,62,1,1060,10.815,69 in,Left,Medium,74,35,32,64
263551,61,1,1051,11.359,185,Left,Medium,65,31,24,45
259753,56,1,1031,10.19,170,Right,Medium,64,54,54,65
250839,67,1,1158,10,171,Right,Medium,69,50,37,61
204184,66,1,1053,11.359,177,Right,Medium,55,50,42,58
223255,71,1,1187,13.534,178,Right,High,76,57,55,65
234935,73,1,1158,14.621,180,Left,Medium,71,38,31,65
215081,68,1,1086,13.534,66 in,Left,High,81,66,65,73
207877,80,2,2551,17.339,170,Right,High,87,80,85,76
202204,65,1,1053,10.815,180,Right,High,71,53,47,60
191135,75,1,1396,22.775,71 in,Right,Medium,87,72,73,78
259105,64,1,1100,10.136,178,Right,High,70,66,67,64
259778,66,1,1093,10,177,Right,Medium,73,58,58,70
191076,75,1,1396,27.124,179,Left,Medium,67,73,70,75
160203,65,1,1049,10,191,Right,Medium,54,39,32,37
259424,60,1,1048,14.077,70 in,Right,High,53,64,70,63
237204,61,1,1051,10.815,75 in,Left,High,82,57,57,60
186126,63,1,1026,10.815,175,Right,Medium,51,57,55,61
209281,66,1,1049,13.534,65 in,Left,Medium,60,61,61,66
207790,75,1,1468,24.406,72 in,Right,High,64,53,35,65
224196,79,2,2514,26.581,73 in,Left,High,73,59,62,77
255995,64,1,1086,10,174,Right,High,70,34,32,31
242389,69,1,1143,11.903,173,Right,High,76,59,58,73
242503,68,1,1165,11.359,175,Right,High,72,57,60,69
207836,64,1,1040,10.815,178,Left,Medium,70,59,60,66
252771,57,1,1026,10,67 in,Right,Medium,64,44,43,60
258945,61,1,1053,10.272,182,Left,Medium,62,36,35,45
220854,73,1,1288,17.339,178,Left,Medium,71,70,67,72
258748,57,1,1030,12.99,190,Right,High,86,54,56,60
254989,61,1,1048,10.272,72 in,Right,High,61,23,21,27
230444,70,1,1129,15.165,68 in,Right,Medium,79,73,73,78
261037,64,1,1093,10.815,178,Right,High,72,67,64,66
258612,60,1,1040,10.163,182,Right,Medium,73,50,40,58
258925,63,1,1086,10.815,73 in,Right,Medium,74,62,60,63
216260,69,1,1100,14.621,181,Right,High,85,61,64,71
190720,61,1,1014,10.815,180,Right,Medium,85,60,61,48
246292,60,1,1039,10.815,173,Left,Medium,75,50,48,59
191657,64,1,1033,10.815,71 in,Left,Medium,70,63,63,65
259459,59,1,1033,10.109,183,Left,Medium,65,34,30,50
255809,54,1,1017,10,176,Right,Medium,60,53,54,50
231969,81,3,2911,46.695,181,Left,Medium,74,80,73,83
230226,69,1,1060,14.077,67 in,Right,Medium,72,53,53,69
260308,62,1,1042,10,69 in,Right,Medium,68,53,52,60
263758,53,1,1016,11.359,170,Right,High,74,56,59,58
208730,68,1,1058,12.446,182,Right,Medium,72,56,49,63
242000,73,1,1468,32.561,194,Right,Low,77,33,30,43
263756,60,1,1040,10.272,70 in,Right,Medium,71,62,66,60
208944,62,1,1008,10.815,72 in,Left,Medium,45,30,26,41
205278,66,1,1053,11.359,72 in,Right,Medium,78,48,52,59
199665,69,1,1086,12.99,74 in,Right,Medium,52,56,45,57
254858,58,1,1037,11.903,181,Right,Medium,71,57,60,57
202041,68,1,1086,11.359,185,Right,Medium,79,64,62,71
195033,71,1,1129,15.165,71 in,Right,Medium,81,65,65,73
199503,79,3,2118,53.219,73 in,Left,Low,50,64,50,66
248661,67,1,1158,13.534,188,Right,Medium,59,44,39,67
256942,66,1,1150,14.077,187,Right,Medium,66,46,38,53
213007,67,1,1078,16.252,167,Left,High,82,63,64,72
238479,67,1,1067,13.534,184,Right,Medium,53,43,38,52
258813,54,1,1019,10.027,174,Right,Medium,72,48,50,55
198731,69,1,1100,15.165,181,Left,Medium,83,63,66,71
240803,63,1,1069,17.883,175,Left,High,74,62,63,70
200820,68,1,1086,11.903,180,Left,High,66,63,59,65
187961,83,3,3056,42.89,183,Right,High,72,81,83,82
198133,68,1,1086,17.339,180,Right,Medium,77,65,59,70
246565,68,1,1179,10.815,186,Right,Medium,61,38,32,47
225355,65,1,1067,10.054,177,Right,Medium,71,45,39,56
251213,71,1,1143,14.621,178,Right,High,68,60,55,63
258922,67,1,1179,26.037,70 in,Right,High,81,60,66,70
263001,58,1,1022,10.272,168,Left,Medium,75,50,48,58
225922,62,1,1042,10.815,72 in,Right,Medium,68,55,53,60
177138,67,1,1030,10.815,178,Right,Medium,55,64,61,81
233051,64,1,1078,17.339,176,Right,High,81,51,52,64
262981,60,1,1044,10.272,70 in,Right,Medium,60,54,52,62
237461,69,1,1114,12.446,185,Right,Medium,76,66,66,68
243459,65,1,1067,10.815,188,Right,High,76,63,68,55
229251,72,1,1150,15.165,186,Right,Medium,83,60,55,62
234229,68,1,1194,11.359,74 in,Right,High,77,53,52,66
214991,67,1,1078,10.815,180,Right,Medium,63,64,64,64
225200,73,1,1345,20.057,178,Right,Medium,76,66,73,75
240941,65,1,1114,15.708,179,Right,Medium,80,65,66,70
184190,76,2,1259,21.144,193,Left,Medium,35,33,22,31
194122,64,1,1040,11.903,71 in,Right,Medium,69,65,64,62
241686,75,1,1648,25.494,66 in,Right,High,74,76,78,77
225383,63,1,1053,11.903,175,Right,Medium,67,58,57,63
238286,64,1,1062,10.272,72 in,Right,Medium,75,49,51,61
264049,58,1,1037,10,165,Right,Medium,60,54,53,55
261326,60,1,1042,10,175,Right,Medium,71,60,58,65
204760,76,1,1576,26.581,73 in,Left,High,69,54,49,74
244793,68,1,1107,10,79 in,Right,Medium,47,68,70,62
167532,73,1,1114,31.474,70 in,Left,Medium,71,57,41,68
204341,77,1,1360,16.795,73 in,Right,Low,65,37,33,49
214781,76,1,1432,18.97,177,Right,Medium,70,75,76,76
261001,56,1,1022,10.082,168,Left,Medium,66,50,53,52
247507,60,1,1042,15.708,69 in,Left,Medium,73,60,60,60
212440,65,1,1049,10.815,174,Right,High,72,62,58,69
212938,68,1,1078,10.815,184,Right,Medium,68,43,34,51
246438,67,1,1060,11.903,69 in,Right,Medium,77,68,68,64
214658,69,1,1114,12.446,182,Right,Medium,67,54,51,66
188044,77,2,1648,24.406,70 in,Right,High,84,75,79,83
253031,56,1,1009,10,67 in,Right,Medium,72,34,31,48
237995,74,1,1685,17.883,168,Left,High,78,64,64,81
192774,83,3,3164,53.219,189,Right,Low,81,25,25,54
206524,65,1,1055,11.359,180,Right,Low,75,25,15,54
242725,72,1,1345,15.708,189,Left,High,65,71,70,74
222405,64,1,1055,11.903,175,Right,Medium,75,53,49,60
253168,59,1,1033,10.272,185,Right,Medium,68,52,53,57
228774,67,1,1114,10.815,181,Left,Medium,70,55,48,68
258411,54,1,1014,10,174,Left,High,72,32,27,45
203486,82,2,3200,50.501,175,Right,High,80,76,74,86
185226,63,1,1022,10.815,72 in,Right,Medium,50,48,43,57
252785,62,1,1060,10.272,69 in,Right,Medium,73,38,37,63
202101,71,1,1129,17.883,179,Right,High,72,63,60,74
233222,70,1,1230,14.077,176,Right,Medium,90,56,60,74
240865,64,1,1093,11.359,69 in,Right,High,81,62,66,64
230243,70,1,1114,13.534,69 in,Right,Medium,44,57,41,67
258313,58,1,1033,10.815,184,Right,Medium,54,54,51,58
253066,55,1,1013,10.815,69 in,Left,Medium,74,46,51,56
261335,59,1,1039,10.815,69 in,Right,High,72,43,55,64
229036,64,1,1042,12.99,186,Left,Medium,53,39,35,41
260529,63,1,1053,10,171,Left,High,66,55,60,63
201455,79,2,2262,41.259,74 in,Left,Medium,68,74,68,76
261119,52,1,1015,10,71 in,Right,Medium,65,41,38,54
204420,64,1,1037,10.272,182,Left,High,71,48,39,60
261246,51,1,1008,10.272,195,Right,Low,35,21,17,21
257353,62,1,1071,10,177,Right,High,73,55,53,71
258456,61,1,1057,10.815,69 in,Right,Medium,70,53,50,66
180206,82,3,2803,93.991,178,Right,Medium,65,68,56,81
261768,62,1,1058,10.272,73 in,Left,Medium,62,33,33,64
224936,61,1,1028,10.19,180,Right,Medium,64,48,46,56
251261,57,1,1017,10.815,180,Right,Medium,76,56,57,59
263840,52,1,1013,10.245,175,Right,Medium,59,54,57,50
210986,62,1,1033,10.272,186,Left,Medium,61,49,42,61
259739,62,1,1071,10.082,173,Left,Medium,69,56,57,68
252291,68,1,1165,11.359,181,Left,Medium,63,43,35,61
230327,74,1,1252,26.037,182,Right,Medium,51,42,51,53
246043,53,1,1010,10.272,69 in,Right,Medium,72,46,45,51
203416,62,1,1028,10.815,184,Right,High,63,63,62,60
260253,64,1,1035,10,187,Right,Medium,60,27,22,26
227153,74,1,1273,16.795,71 in,Left,Medium,85,50,49,69
255106,74,1,1648,22.775,191,Right,Medium,60,29,25,58
239739,65,1,1078,12.446,180,Right,Medium,74,63,64,66
220940,66,1,1086,11.903,71 in,Right,Medium,63,65,63,63
198641,69,1,1107,21.144,194,Left,Medium,65,69,68,67
216444,63,1,1033,10.272,70 in,Left,Medium,72,47,45,67
183254,72,1,1030,14.077,186,Right,Low,39,52,49,49
253013,60,1,1022,10.163,77 in,Right,Medium,60,57,57,57
159261,78,2,1345,20.057,180,Right,Medium,61,83,82,79
213849,66,1,1039,10.272,185,Left,Medium,63,37,33,54
230263,70,1,1114,14.621,175,Left,Medium,80,58,62,68
235014,65,1,1078,10.815,68 in,Left,High,82,60,59,64
242280,71,1,1302,12.446,181,Right,High,73,71,68,67
246750,66,1,1078,11.903,188,Right,Medium,54,52,45,59
231650,65,1,1107,12.446,183,Right,Medium,59,27,23,55
216237,65,1,1035,12.446,70 in,Right,Medium,57,56,51,62
233113,74,1,1468,20.601,180,Left,Medium,70,67,66,73
261490,56,1,1031,10,190,Right,High,57,55,57,54
183491,72,1,1114,25.494,191,Right,Medium,52,39,34,46
245392,67,1,1158,10,68 in,Right,Medium,68,55,50,76
189077,68,1,1071,11.359,71 in,Right,Medium,75,66,67,72
241036,63,1,1071,10.815,70 in,Right,Medium,58,44,41,54
242911,59,1,1017,10.815,190,Right,Medium,65,27,23,53
254403,63,1,1033,10,180,Left,Medium,75,42,55,65
247021,64,1,1093,10.19,174,Right,Medium,64,53,49,70
179822,67,1,1022,10,181,Right,Medium,66,55,49,68
212814,80,3,2514,20.057,179,Right,Medium,69,69,64,84
251002,63,1,1046,10.272,70 in,Right,Medium,93,54,53,63
233437,70,1,1086,10.027,72 in,Left,Medium,71,34,31,70
243123,67,1,1071,10.815,65 in,Right,High,81,60,62,70
193475,68,1,1062,11.903,178,Left,High,68,50,43,64
258988,61,1,1022,11.359,190,Right,High,50,61,67,50
236585,62,1,1046,10.272,70 in,Right,High,72,59,59,63
258489,59,1,1037,10,181,Left,Medium,72,56,56,61
258412,65,1,1093,12.446,188,Right,Medium,60,33,36,33
246055,69,1,1150,12.99,173,Right,Medium,84,59,56,71
192722,75,2,1194,26.581,178,Right,Medium,67,76,76,78
259547,51,1,1009,10.217,69 in,Right,Medium,62,23,21,25
264284,56,1,1021,10.815,192,Right,Low,64,30,23,30
257512,62,1,1071,10.815,69 in,Right,High,60,63,69,55
245553,63,1,1078,11.359,188,Right,High,76,61,63,63
241273,69,1,1136,12.99,173,Left,Medium,78,37,41,61
230871,69,1,1129,14.621,70 in,Right,High,70,71,75,68
243881,62,1,1033,10.272,178,Right,High,63,54,54,60
251886,73,1,1316,15.165,180,Right,High,69,34,28,64
186783,69,1,1062,14.621,73 in,Right,Medium,73,66,66,70
228195,60,1,1017,10.082,172,Right,High,78,44,36,57
199890,72,1,1165,14.077,174,Right,High,83,62,64,68
238521,57,1,1026,10.815,172,Right,Medium,68,55,57,59
221656,64,1,1037,10.815,183,Right,Medium,73,37,31,57
190518,62,1,1028,10.272,180,Right,High,78,59,56,60
240609,55,1,1019,10.815,172,Right,High,74,53,56,55
215466,75,2,1338,18.426,76 in,Right,Medium,58,28,22,49
225864,64,1,1057,10.272,72 in,Right,Medium,78,53,56,69
259993,57,1,1024,10,182,Left,Medium,69,45,46,58
264201,67,1,1165,11.903,170,Right,Medium,71,64,61,74
257878,65,1,1114,10.272,183,Right,Medium,65,40,30,60
225060,67,1,1060,16.252,71 in,Right,Medium,59,46,43,46
259054,65,1,1129,10.19,67 in,Right,High,77,65,67,69
246923,68,1,1208,18.426,71 in,Right,Medium,67,58,60,73
207429,64,1,1048,10.815,182,Right,Medium,75,62,65,67
262916,55,1,1022,10.163,72 in,Left,Medium,81,53,51,58
260479,59,1,1035,10,180,Left,High,70,44,43,61
203060,66,1,1064,11.903,73 in,Right,High,67,59,58,62
204515,59,1,1014,10.272,189,Right,Medium,58,25,18,39
163619,69,1,1051,11.903,68 in,Left,High,82,60,56,69
252327,73,1,1468,22.232,171,Left,Medium,71,44,42,66
238476,78,1,2478,32.561,77 in,Left,Medium,59,34,26,51
228815,73,1,1432,35.279,180,Right,Medium,75,69,70,75
223852,62,1,1039,11.359,193,Right,Medium,53,27,21,40
200228,69,1,1067,12.99,185,Right,Medium,31,29,19,36
245856,64,1,1093,11.359,180,Right,Medium,78,62,66,70
250881,71,1,1179,12.99,177,Right,High,63,62,65,66
233945,56,1,1013,10.815,182,Right,Medium,63,47,41,52
259600,61,1,1055,10.272,175,Right,Medium,73,48,47,60
261242,54,1,1015,10,186,Left,Medium,59,37,33,53
211514,67,1,1069,12.446,169,Left,Medium,76,51,43,64
257152,60,1,1044,10.163,172,Right,Medium,66,54,52,63
244187,68,1,1107,13.534,71 in,Left,Medium,79,34,32,58
235258,67,1,1049,10,183,Right,Medium,48,31,22,36
222467,71,1,1158,13.534,174,Right,Medium,79,71,69,73
259640,59,1,1037,10.815,68 in,Right,Medium,64,50,47,68
226743,62,1,1013,10,166,Right,Medium,61,56,58,64
246873,63,1,1071,12.99,75 in,Left,Medium,55,29,30,43
244438,65,1,1100,12.99,178,Right,Medium,70,59,56,65
257196,67,1,1086,11.359,71 in,Right,Medium,66,44,38,54
198003,66,1,1051,10,71 in,Left,Medium,74,65,70,71
205601,72,1,1165,18.97,165,Left,Medium,82,66,63,76
225174,67,1,1086,10.815,172,Right,Medium,59,65,62,64
202994,72,1,1136,14.621,182,Right,High,89,68,70,72
221680,65,1,1044,10.815,185,Right,Medium,50,29,23,49
253399,66,1,1122,10.272,175,Left,High,90,60,64,67
251810,73,1,1540,26.581,180,Right,Medium,83,71,75,64
243517,54,1,1019,10.054,70 in,Right,Medium,65,30,31,58
216476,70,1,1107,10.272,68 in,Right,High,87,66,67,70
259764,49,1,1006,10,68 in,Right,Medium,77,44,43,47
246434,65,1,1107,10.272,72 in,Left,High,66,53,52,62
223638,65,1,1062,10.815,189,Left,Medium,70,32,27,28
235215,68,1,1172,17.883,69 in,Right,Medium,73,56,50,72
244397,58,1,1037,10.027,69 in,Left,Medium,73,55,59,59
240452,73,1,1316,17.339,185,Left,Medium,86,70,74,68
258758,59,1,1040,10.163,188,Left,High,75,55,54,62
258819,65,1,1129,10,170,Right,High,77,59,57,69
215302,64,1,1053,11.359,68 in,Right,Medium,55,54,39,62
220969,73,1,1273,13.534,69 in,Left,Medium,87,61,62,76
241414,59,1,1035,10.082,69 in,Right,Medium,68,54,57,58
237780,68,1,1058,12.446,73 in,Right,Medium,46,67,67,68
260539,54,1,1016,10,193,Right,Medium,61,23,19,39
198322,65,1,1013,10.815,73 in,Right,Medium,47,57,54,64
211221,71,1,1136,13.534,172,Right,High,92,66,67,72
232787,71,1,1143,12.446,167,Left,High,82,69,69,76
250988,55,1,1008,10.815,177,Right,Medium,65,42,41,55
234576,68,1,1179,11.359,185,Right,Medium,59,36,38,53
216647,59,1,1021,10.272,72 in,Right,Medium,69,60,65,58
238656,66,1,1129,16.795,193,Left,Medium,57,67,69,56
240684,58,1,1022,12.446,171,Right,Medium,74,45,48,58
247420,64,1,1086,10.272,166,Right,Medium,71,39,35,63
243156,66,1,1143,11.903,72 in,Left,Medium,65,52,45,60
254817,60,1,1042,10.272,177,Left,Medium,80,42,45,63
227232,74,1,1295,24.406,187,Right,High,80,71,73,69
247582,65,1,1114,10.815,165,Right,High,72,54,49,66
245390,64,1,1086,10.272,68 in,Right,Medium,53,39,37,63
234835,78,1,2262,22.775,75 in,Right,Medium,56,35,30,48
188271,69,1,1078,11.903,175,Right,Medium,82,66,64,69
172418,68,1,1040,13.534,181,Right,High,62,70,70,62
216354,83,3,3561,41.803,177,Right,Medium,71,86,87,87
240513,64,1,1093,10.272,187,Left,Medium,62,63,58,64
142707,75,2,1136,17.883,174,Right,High,63,77,77,72
208158,69,1,1114,13.534,71 in,Right,High,75,73,71,66
253810,67,1,1071,10,70 in,Left,Medium,68,58,55,66
254001,63,1,1078,10.815,176,Right,Medium,64,47,42,58
208451,74,2,1353,24.95,183,Right,High,71,75,75,79
209361,66,1,1060,10.815,70 in,Right,Medium,69,56,53,54
239879,63,1,1071,10.815,183,Right,Medium,66,44,45,61
260983,50,1,1010,10,68 in,Right,Medium,60,43,40,49
236248,65,1,1114,17.883,174,Right,High,75,60,58,67
255347,56,1,1019,10.272,72 in,Right,Medium,61,41,32,44
211748,79,2,2334,39.628,72 in,Left,High,58,76,75,82
244426,73,1,1504,10.136,173,Left,Medium,74,72,68,75
213855,63,1,1033,10.245,185,Left,Medium,66,31,33,47
211002,67,1,1046,10.815,72 in,Right,Medium,43,33,18,61
212807,64,1,1046,10.815,69 in,Right,High,90,60,57,66
232675,61,1,1042,12.446,182,Left,Medium,63,26,25,40
257536,75,1,1612,10.245,184,Right,High,79,73,77,70
238227,76,1,2081,30.386,69 in,Right,High,93,69,68,79
261876,48,1,1008,10,70 in,Right,Medium,60,47,50,44
253089,63,1,1078,10.245,75 in,Right,Medium,73,31,25,53
222225,69,1,1086,13.534,186,Right,High,71,49,42,61
238370,75,1,1576,30.386,75 in,Right,Medium,72,26,21,63
244108,62,1,1057,11.903,177,Left,Medium,66,51,41,62
228033,67,1,1058,13.534,172,Right,Medium,72,55,52,61
259345,70,1,1172,16.252,174,Right,High,87,72,74,69
241570,67,1,1165,11.903,177,Left,Medium,76,61,63,70
261029,56,1,1013,10.054,184,Right,High,59,22,20,45
247028,75,1,1865,29.843,186,Right,High,75,70,66,75
216114,66,1,1114,10.815,186,Left,Medium,66,35,29,51
208522,73,1,1223,26.581,190,Left,Medium,69,50,45,64
238923,66,1,1066,10.815,175,Right,High,78,56,59,63
216288,66,1,1064,11.359,177,Right,Medium,74,48,37,58
201955,73,1,1201,21.688,179,Left,Medium,77,51,42,69
214177,66,1,1040,10.272,175,Right,Low,62,53,57,55
228153,64,1,1086,10.815,178,Left,High,74,59,57,63
207920,74,2,1266,22.232,183,Right,Medium,74,56,53,68
228668,67,1,1060,12.446,176,Right,High,74,66,68,64
172879,77,3,1360,10.272,186,Right,Low,63,53,47,58
257534,64,1,1114,17.339,74 in,Left,Medium,77,58,58,68
250725,63,1,1078,10.272,183,Left,Medium,69,31,30,59
264405,59,1,1035,10.272,180,Right,Medium,63,50,50,61
262212,61,1,1049,10.272,185,Right,Medium,61,33,32,52
238684,66,1,1069,10.815,188,Right,High,65,46,41,58
246192,69,1,1215,12.446,75 in,Left,Medium,62,58,53,67
204847,69,1,1107,15.165,71 in,Right,High,74,51,44,64
241721,77,1,2154,29.299,188,Right,Medium,88,73,74,84
231530,70,1,1136,13.534,69 in,Right,High,77,73,71,73
169539,64,1,1013,11.359,188,Right,Low,32,35,31,43
255479,63,1,1051,10.272,183,Left,Medium,73,56,57,61
188103,77,1,1721,22.775,182,Left,Medium,70,77,74,82
181573,73,1,1136,14.621,181,Right,Medium,67,70,69,69
201841,69,1,1093,14.077,192,Right,Medium,32,35,28,44
223402,69,1,1114,20.601,176,Left,High,82,59,57,74
194020,72,1,1143,26.037,182,Right,Low,71,60,50,69
264007,59,1,1033,10.027,178,Right,Medium,60,40,36,58
263382,56,1,1028,10.027,174,Right,High,66,46,46,63
257636,63,1,1078,10.815,185,Left,Medium,63,31,18,51
207732,80,2,2478,30.386,179,Right,High,77,82,84,76
247827,73,1,1504,21.688,184,Left,Medium,78,64,61,74
253122,68,1,1179,12.99,179,Left,Medium,83,50,51,65
236217,68,1,1122,14.077,192,Right,Medium,78,33,28,62
232308,65,1,1051,10.815,184,Right,Medium,77,62,61,66
233531,77,2,2190,14.621,158,Right,High,83,71,69,83
241992,66,1,1093,10,70 in,Right,Medium,70,60,60,63
236466,74,1,1396,10.245,70 in,Right,Medium,71,50,45,69
254069,63,1,1078,10,172,Right,High,74,63,70,63
